비속어|카테고리|text
비욕설|일반|비가와서 그런지 사람이 하나도 없네 그래도 기분은 상쾌통쾌 오늘은 곱창에 소주나 한잔 할란다
비욕설|일반|나만 이해 어려움???
비욕설|혐오|관상학적으로 앞으로 빵을 제집 드나들듯이 들락날락할 상이로구나
욕설|혐오|내맘이ㅋㅋ 부러우면 너도 해 ㅂㅅㅅㅐ끼야
비욕설|일반|차예련의 명품사ㅎㅎ.. 저번달에 백화점에서 명품 쓸어가드만
비욕설|일반|예원이만 불쌍하네 ㅠㅠ
비욕설|혐오|뭔소리야 이슬람 원리주의자라면 보수라고 생각하는 너가 무식한거지 보수의 근간은 자유민주주의인데 저게 어디가 보수ㅋㅋㅋ 오히려 댓통 허수아비 세워놓고 종교지도자가 일당독재 하는 공산주의 시스템인데
비욕설|혐오|멍청한 년
비욕설|일반|원래 레파토리였지 계획된
비욕설|혐오|역쉬 배신과 뒤통수의 달인!!!!!! 전라도 홍어 년놈들~~~
비욕설|일반|재밌어 재밌어!!!
비욕설|일반|싱글이야
비욕설|일반|함소원 언니 너무 이쁘다~~ 이제 곧 이쁜 아가 만나네요! 순산하세요~
욕설|혐오|이 ㅅㅋ 대법원에서 선거법 무죄 때렸다고 아주 신났네 ㅅㅂ 공산당 ㅅㅋ 문죄인보다 더 위험한 식히다...
비욕설|일반|구리 토평동 하수구막힘작업 교문동 못 박기작업
비욕설|일반|자기전에 핸드폰을 왜 그렇게 보지 눈나빠지는데
비욕설|일반|이별 뒤.
비욕설|섹슈얼|노콘섹스가 진리
비욕설|혐오|왜캐 임신을 하려고 방송까지 나와서 난리냐18살어린남자랑 결혼한 사람도 그렇고 이 분도 그렇고 그런건 그냥조용히하지
비욕설|일반|선택 장애 같아
비욕설|섹슈얼|저번에 이어 오늘도 내상이겠지 물이나 빼고 오자는 마음에 급하게 예약하고 방금 싸고 왔는데 와~ 내 오피 경험중 진짜 최고의 와꾸와 몸매였다 21살짜리가 그렇게 대박일줄은 69도 싫은내색없이 응해주고 자세취하면 알아서 움직여주고 싸고나서도 바로 안씻고 한참 끌어안고 있어주는데.. 오랜만에 대박이였다 얘 스폰해주고 싶다..
비욕설|섹슈얼|질싸해~ 피임약 먹여~
비욕설|혐오|니 수준이 저렴한게 딱 일베 표본이지
비욕설|일반|새끼 동물들은 다 귀엽게 생겼누
비욕설|혐오|저새끼 복근은 왜 저런거임??
비욕설|섹슈얼|아니 뭐 10대도 아니고, 40대가 그정도까지 갔으면 잤어야지, 왜 그러고 말어?? 너 같으면 여자가 너한테 키스해주고, 네 고추 만져주고, 흥분 다 시킨 다음에 그냥 집에 가면 기분 어떨 것 같냐??
비욕설|일반|적당히들좀 해라 잘못은 했지만 이건 아니지안어
비욕설|일반|남규리 너무 예쁘다
비욕설|일반|딸기가 좋아
욕설|혐오|족같은 소리하네
비욕설|섹슈얼|1년치 너희들의 발기글 발기인으로 발기차게 발기한다. 발롱도르
비욕설|일반|지질 박물관에 있는 메타세쿼이아 가지에 지어진 두 채의 까치둥지를 볼 수 있습니다.
비욕설|일반|집앞에서 전남친 만남
비욕설|일반|한서희씨한테 악플 남기지말아주세요.
비욕설|일반|우리를 위로하는 공동체의 따뜻한 시선이 있습니다
비욕설|혐오|진짜 드럽게 못생겼네.. 아무리 뽈 잘차고 돈많아도 저 얼굴이랑은 못 살것 같다. 비위도 좋네 ㅉㅉ
비욕설|혐오|사기꾼 키워준 이경규도 하차하라. 꼴뵈기 싫다.
비욕설|혐오|김치년들 열폭!그러려니 하세요
비욕설|일반|한약 먹기 싫어
비욕설|섹슈얼|손자위가 쾌감 쩔지
비욕설|혐오|애초에 비주얼이 저러면 구독자 없어서 무슨 발언을 해도 논란안ㅅㄱㅁㅈㅎ 달게받으렴
비욕설|일반|화이팅
비욕설|혐오|신박한데? 유부랑 썸타고있으면서 어디까지는 불륜이 아니겠지 정해놓고 거기까진 해보자 이건가 ㅎㅎ
비욕설|일반|썸타다 끝났나
비욕설|섹슈얼|꽈추 없이 살바에 만드는게 낫지 않나 욕구 해소도 안될텐데 내시는 알이 없고 꽈추는 있잖아
비욕설|일반|요즘 애들은 키가 커서 48보다는 한 52-23이 이쁜듯
비욕설|혐오|조보아 건들지 마라 기자야 아갈머리 찢어갈긴다 ㅡㅡ
비욕설|일반|예쁜 두 유전자가 아까워용 예쁜 2세가 빨리 찾아오길~~~~~
비욕설|섹슈얼|형 보여 줄라고 한거 아님. 형은 그냥 맛보기일뿐 중요한건 섹파한테 보여주고 떡칠라고 한거임.
비욕설|혐오|이런 저능아들은 도대체 뭔생각하면서 사는지 모르겠네
욕설|섹슈얼|성적 판타지만 젖나 높아진듯 여자 손도 못잡아 본 모태솔로라서 여자에 대한 환상이 크다 똥꾸녁에 코박죽도 해보고싶고 소변도 먹어보고싶고 발바닥도 빨고싶고 진짜 시발 지랄같은 내인생
비욕설|일반|연예인인데 이미지 생각하고 나 몰라라 무책임하게 생각할 수 있는데, 책임감있고 나이도 생각보다 있네. 남자치고 이른감이 있지만,, 곧 결혼할 나이임..
욕설|혐오|존나 자꾸 개소리 쳐 할래? 내글에 중대 욕했노? 질 떨어지는 학교라 깠노? 왜 ㅈㄹ야 자꾸? 너 무슨 피해의식있냐?ㅋㅋ
욕설|혐오|난 ㅈㄴ신 ㅅㄲ는게 뼈져리게 느껴져 근데 익게형들은 다 ㅄㅅㄲ는 동질감을 느끼거든 그래서 익게에만 글을 쓰고.. 자게는 글을 안써 ㅋㅋㅋ 나같은 사람이 많다는거에 기쁨을 느껴 ㅇㅈ?
비욕설|일반|아이유랑 결혼하세요
비욕설|섹슈얼|충분히 가능함. 그정도면 20대 남자들한테 인기 좋을 것 같은데. 단순 섹파용으로.
비욕설|일반|연애한다고 퇴출한다는게 이상한거같에. 솔직한게 신뢰있고 좋은거지 이상해이상해
비욕설|혐오|육갑지랄이효리 개.....욕질에...코피...참 삐 귀에 개지라 ㄹ 이효리참 초상엔 가야지 은인린데
욕설|섹슈얼|뭔씨발 40도 없으면서 섹파를 만드냐
욕설|혐오|그걸 지금까지 몰랐다는게 더 놀랍네 씨발 어디까지 상식이 없었던거야 병신들
비욕설|일반|필기하는거 힘들겠지
비욕설|혐오|우아.. 여그 신고 먹는 벌레들이랑... 싱크로율이 거의 100 에 수렴 하는데...
비욕설|섹슈얼|젖탱이는 인정 , 자연산에 크기도 크고 모양도 이쁘다.
욕설|혐오|벌받는 악플러 성별보면 죄다 남ㅋㅋㅂㅅ 왜그러고사냐? 한남들 걍 뒤ㅋㅋㅋ 찌질하고 열등한거 딴사람한테 풀지말고
비욕설|일반|강다니엘 팬들 생각해서 초스피드로 달려온 거 잊지않아. 앞으로도 같이 가자❤️
욕설|혐오|싫으면 독립하고 혼자 살던가 아빠랑 살면 됨 끝. 다음. p.s) 글쓴놈은 그냥 병신 맞음. 끝.
욕설|혐오|이름한번 ㅈ네
비욕설|일반|왜 김수현은 오래걸리는거같지?? 이민호는 빨리나오는거같네
비욕설|일반|형인 거 같은데 형 진짜 멋있다! 본인 인생도 결혼도 자녀도 포기할 수 있는 상황인데 형은 다 잘 하고 있잖아. 건강 잘 챙기고!
욕설|섹슈얼|좆에 뇌가 지배 당하면 노콘으로 졸라게 하고 싶은데 싸고나면 졸라게 찝찝함.
비욕설|혐오|ㅎㅎ 쓰레기같은 언론이 쉴드를 치고 나섰구만!
비욕설|일반|여자들은 좋아하는 남자가 자기보다 능력이 좋은 경우에만 좋아하나요?
비욕설|일반|용두사미. 실망했어요.
욕설|혐오|조선족 분탕 중국 마오쩌둥 ㅈ신에다가 중국 민족이 미개해서 미국한테는 ㅈ리지
비욕설|일반|삼가 고인의 명복을빕니다.
욕설|혐오|하나같이 다 개좆같이 생겼네 pc주의자들이 저런 짓거리 앞장섬
비욕설|혐오|아들이 왜 갚아! 똘아이들! 그러니 사기 당하고 살지!
비욕설|섹슈얼|장동윤 ㅅㅅ 잘 할 것 같음
비욕설|일반|성형 상담 받아 볼까
비욕설|일반|양심에 찔려
비욕설|혐오|부들대는 새끼들 518.6974%지잡대미만 ㅋㅋ
비욕설|일반|좋다 X1
비욕설|섹슈얼|섹스도 좋지만 내 물건 탐내하고 야한농담도 잘해주는 ㅎㅎ 어떤 놈은 여친이 야한농담 하는거 질색한다던데 난 이해가 안됨 그런 여자 어딨는거야 ㅎㅎ
욕설|혐오|노트북등 IT 제품은 브랜드도 중국산이아 등신아 꼭 좆도 모르는 새끼들이 컴퓨터 아는척 오진다니깐 비유도 등신 같이함 16기가 브랜드 란다 씨발 ㅋㅋ히 모르면서 나서는 애들 보면 김치년 보는거 같아서 딥빡이 쳐오름
비욕설|일반|아... 노래는 좋을거같에... 사람인 싫은데...
비욕설|혐오|이 프로그램 보면서 부들부들 걱정할 상폐 노처녀 30대들 많을ㅋㅋ
비욕설|일반|아이가 정말 예쁜것 같아요!!!!! 두분을 정말 많이 닮은것 같아서 끼도 재능도 다 많을것 같다는 생각이 들어요 아기가 아직 어리지만 미래에 어떤 모습일지 정말 궁금하네요 !!!
비욕설|혐오|저런 대가리빈년 데리고 살면 순간은 예쁘니까 좋겠지 그치만 그게 끝이다
비욕설|혐오|미개한 유럽짱개들...
비욕설|일반|조여정은 올백머리에 밑으로 사알짝 퍼지는 드레스가 제일 잘 어울림
비욕설|혐오|예전에 일베에서 본거 세계 유흥글 싸던 게이 어디갔노
비욕설|일반|오늘 침대밖으로 안 나가야지
비욕설|일반|사랑을 지킨 기생 홍랑과 최경창
비욕설|일반|이런 영혼은 하나님 한테 의지하면 정말 퍼펙트 하다. 말씀의 씨 들어가면 정말 감동 될거다.
비욕설|혐오|용접이랑 영어 배워서 호주가면 진짜 사람답게는 산다돈 오지게 번다 한국보다는
비욕설|혐오|참고로 여기서 매달리면 조온나 씨발되는거임많은 찐따들이 여기서 멈추질 못하고 존나 들이대다가 이불킥거리를 만드는거다. 난 다르다고 생각하지마. 열번 찍으면 되는 나무가 아니라 바위산이야.얼른 손떼고 딴년한테 들이대라. 과거 나에게 외치는 심정이다.
욕설|혐오|그냥 정신병자다 생각해
비욕설|혐오|역시 일베구더기 모자리들은
비욕설|혐오|좌빨라인 운지고요 지리고요
비욕설|혐오|원숭이 새끼들..
욕설|혐오|일베새끼들은 그냥 무식한거 맞네 ㅋㅋ
욕설|혐오|공뭔년놈들이 사기불법탄핵에 주동자중 하나인 이유지.
비욕설|섹슈얼|섹스 씨게 하면 살 빠지긴 빠지지 않냐? 지금이야 결혼해서 외간 여자랑 떡칠 일은 없지만(ㅠㅠ) 소시적에 섹스에 굶주린 5살 위 누나랑 잠시 만난 적 있는데 그 두어달간 한 5키로 빠진 것 같아.
비욕설|혐오|천한것들 답다
비욕설|섹슈얼|닌 줘도 못 먹냐 한판 할려구 니 유혹하는건데 그년도 존나 얼탱이 없겠네
비욕설|혐오|판사 음주운전 차량에 치어 뒤지길 빕니다
비욕설|혐오|꼬시다 꼬수워노가다 세끼들 제발 좌파해라 쪽팔린다
욕설|섹슈얼|병신섹기네 니좆 잘딱고 니가 후린자리 침바르는게 어렵냐? 거울보면서 니면상에 허락해준 파트너에게 감사해라
비욕설|일반|먹보와 털보 바이크 bmw R18 가격 오토바이
비욕설|일반|한식을 모르는 미카엘을 너무 다그치는 것 같아 점점 시청하기 싫어지네요 다정하게 가르치는 한국의 온정을 보엿으면 더 좋을텐데 김수미씨가 넘 몰아부치는 것 같아요
비욕설|일반|썸 타다 늙어 죽을 듯
비욕설|혐오|짱깨 쪽발 민폐나라사이에 찡겨서 고생이다
비욕설|일반|옛날에 원빈 닮은꼴로도 불렸엇던 기억이 있음.. 연기 굉장히 잘했는데 갑자기 사라져서 궁금했는데.. 듣던중 반가운 소식입니다.!
비욕설|일반|입대하고 배우 바꿨으면 좋겠다~ 이종석 연기 너무 못하고 이나영이랑 안 어울려. 박보검 추천!
비욕설|일반|이분은 진짜 잘못없지;; 대리운전하시는분 편의봐주려고 집앞에서 주차만햇는데 이정도 자숙이라니 다시 좋은연기부탁드려요
비욕설|일반|존잘 존예
비욕설|일반|암튼 잘 해결 됐다니 다행~~ 김영희씨 화이팅 입니다~~ 잘못된 부분이 있으면 당연히 질책받고 바른방향으로 가야하는게 맞지만 맘적으로 상처는 받지 않았으면 합니다~~
비욕설|혐오|멍청한 놈들
욕설|혐오|따뜻한거지 편하기는병신아
비욕설|혐오|네이버 검색조작 댓글알바 여론조작조사안하니? 문재인OOO 들어오고 여기저기 비리가 더 심각하고 쓰레기들이 판치면서 방송 말아먹고 나라 말아먹는즁.문재인촛불시위해서 퇴출시켜라
비욕설|섹슈얼|걱정마라 내 고추 튼튼해
비욕설|일반|썸 타다 깨진 애 있는데 다시 연락해볼까?
비욕설|일반|첫사랑은 잊을수 없다특히 웬수로 헤어지지 않은한따라서 다시 무리해서 사랑으로 결혼으로 이어질듯
비욕설|일반|솔직히 카카오가 생태계파괴범인건 맞는데 이용자들 편하게 해주니 이번에도 카카오부동산 만들어서 저렴하고 능력있는 공인중개사들 매칭해줬음 좋겠다
비욕설|혐오|틀딱특집 이냐?
비욕설|일반|빙수 맛있다
비욕설|혐오|공감댓글대부분이 개재용이네 작품이구ㅉㅉ 재용아 죄지었으면 벌받자 니애비보다 하는것도 없잖아
비욕설|일반|잘 사는 것 같아서 보기 좋네요 여기 배아파서 부들대는 사람들 많ㅋㅋ
비욕설|섹슈얼|진짜다 게이야
비욕설|섹슈얼|애무 1시간 정도 해서 몇번 보내줘도 빡빡하면, 진짜 좁은거 맞는데, 그런거 아니라면 애무가 답이다
비욕설|일반|뭔가 필립커플인 미나씨 닮은듯..미니미 미나
비욕설|일반|원래 여자들은 냉정하나
비욕설|혐오|이 댓글에 81%가 남자구만 한남끼리 박수치고 여자욕하면 좋냐 정신병자들아?
비욕설|섹슈얼|여사친이랑은 섹스안해봣다
비욕설|혐오|좌파는 입만번지르르하구 실상은 빈깡통이라구
비욕설|혐오|어쩐지 1위부터 와꾸가 빻고 나머지들 와꾸가 개빻았길래 이게 아이돌이야 싶었는데 이유가 있었군.
비욕설|일반|와 신동엽 다시봣다아
비욕설|일반|애는 무슨 슬픈노래갖고 이길려고 그래 ~어이없음
비욕설|일반|진짜 이유리님이 나오는 드라마는 다 챙겨본다.요즘 한국드라마 너무 재미없어서 실망하던 와중에 정말 숨통이 쉬어지는 이유리씨의 연기였다.송창의씨도 다시보게 된 드라마대상 가즈아❤
비욕설|혐오|주민들한테 삽으로 머리를 내리 찍혀야 정신을 차릴려나
비욕설|혐오|살찐돼지들 진짜싫다 남녀노소 돼지들은 개극혐
욕설|혐오|개찐따 새끼는 그런데서 밖에 경험을 못하지 ㅋㅋㅋ 개토나온다... 마인드가 ㅋㅋ
비욕설|혐오|현아 응원하는 애들 도대체 뇌가 있는건지 회사에 피해끼치고 튀는 것 그 이상 그이하도 아님. 그냥 해고각 위자료도 받아야 할 판
비욕설|섹슈얼|당신은 이제 섹스의 노예가 되었다 뭘해도 당신의 삶은 섹스가 갉아 먹어서 건설적인 삶을 살수가 없다 마계입성
비욕설|일반|동시발생 행렬
비욕설|일반|운영자분을 응원합니다! 이 사회에 정의가 있다는걸 보여주세요
비욕설|일반|제익이형님이 나오다니ㅜㅜ 굿
비욕설|일반|성희롱으로 맞고소 가야지 ㅡ ㅡ
욕설|혐오|스포츠 머리 난이도 존내 높다.옆머리 뜨는 것은 다운펌하는게 맞다.셀프 컷 하면 뒷머리 좃같다.
비욕설|일반|백마 탄 왕자님
비욕설|혐오|이거 딱 보수자나? 보수 대갈통에 문재인들어있는거 세상사람 다 알ㅋ
비욕설|일반|아이유는 가수들과는 다른 선상에서 봐야지 그냥 연기자 그것도 백상최우수상 후보
욕설|섹슈얼|오늘 일해서 일당 벌었으면 가서 매독 걸린 니미 애미 보지 1000원 주고 실컷 쑤셔라 ㅋㅋ
비욕설|혐오|저 할매 진짜 주접킹이시네. 며느리 삼고 싶다고 하면 박은혜가 아이고 감사합니다 이래야 합니까? 토니안보다 박은혜가 훨씬 아까워요.
비욕설|섹슈얼|도어 방음이 안되는 오피스텔에서 들리는, 보이지 않는 이 신음소리는 다 벗은 것보다 덜 벗은 것이 야하듯, 극한의 야함으로 이끈다. 아무튼 xx7호 남자가 잘 하나 보다. 여자는 쾌락의 저넘어로 가버린다.
비욕설|섹슈얼|질싸?
비욕설|일반|결혼은 하고 싶은데 며느리는 되기 싫어
비욕설|일반|잘 친해져ㅎ 나중에 복이 있겠지?ㅋㅋ
비욕설|혐오|도대체가 생각이있는애야뭐야 부끄런지도모르고 아예벗지그래 말쎄다
비욕설|일반|바보라서 참지못하고 연락했어
욕설|혐오|청소기 시발 극혐이네 다이슨 미만 전부 짭
비욕설|일반|재밌기만 하구만 뭘그리들 불평불만들이 많으신가요?
비욕설|일반|안경 벗으면 나으려나
욕설|혐오|땜쟁이 ㅅㄲ ㅈㄴ ㅂㄷㅂㄷㄷㅔ는거 ㅈㄴ 꿀잼이ㅋㅋ
욕설|혐오|병신 맞구요~ 자살은 추천 드리구요~ 코로나 끝나면 섹스여행가세요~
욕설|혐오|구라치지마 짱깨새끼야.
비욕설|일반|나한테 감추는 게 하나도 없었으면
비욕설|일반|클라라 한국 예능 프로그램과 드라마서 제발 자주 뵜으면.
비욕설|일반|애가 뭔잘못이냐?부모 믿은거 뿐이지.전화로 물어봤다는데 아니라니까 그거 믿고 들이댄게잘못이지.
비욕설|일반|회사에서 스트레스 받아
비욕설|일반|여친 아침에 일어나 한다는 소리가 운동 좀 하라고 한마디 던지는데 갑자기 뜨끔 하네요 난 최선을 다 햇는데 뭔가 부족한가 봅니다 ㅠㅠ
비욕설|일반|왜 없나요? 난 김수민아나운서 더 좋이ㅣ졌는데...할말하는 연예인 공인 사람들이 좋아요~~
욕설|혐오|애초에 제작진에서 맹승지 캐릭터를 떼쟁이 ㅈ급으로 작정하고 잡았네 소속사에서도 준비물 그렇게 해오라고 주문한 듯... 진사출연 전에 한창 포텐 터진 유망주였는데 안타깝네
비욕설|혐오|우리나이로 30이면 퇴물 상폐녀
비욕설|섹슈얼|육봉이 서면 마사지하면서 다리하고 손쪽에 슬쩍슬쩍 터치하면 와이프가 오만 생각이 다 들겠지
비욕설|일반|춘곤증인가봐 졸려
비욕설|혐오|쪽바리들아.아직도너희속국인지.착각하냐.지구환경을.세계적으로.오염시켜놓구.양심도없는.인간들.너희나.방사능.평생먹고.살아라지구상에서.제일못덴일본.넘
비욕설|혐오|다 기관총으로 총살해라
비욕설|일반|오늘 재밌고 웃기기만한대 반응이..ㅋㅋ
비욕설|일반|나란 놈 참 신기한 놈이다.
비욕설|섹슈얼|요즘 개념 말아처먹은 애들이 많아서 여자한테 해주면 젊은자지한테 홀려서 집팔아먹을 것 같아서 못해주겠음 의외로 미친년들 진짜많다
욕설|혐오|이해가 안되는게 사회주의가 이론 상으로는 아름답다는 대가리 총 맞은 좌빨새끼들이 할 만한 병신 소리는 왜 자꾸 재생산되는거냐 그것도 우파축에 든다는 일베에서? 확실히 우파가 제대로 망하긴 했구나일한 사람 사유재산 뺏어서 모두와 공평하게 나눈다는 발상 자체가 실현에 실패할 수 밖에 없는 덜 떨어진 이론이고 설사 실현가능하다고 해도 가난하니 가진사람 사유재산권 침해한다는 것 자체가 윤리적으로 옳지 못한다는 것은 자각도 못하는 인간조무사들이 존나 많긴하나보구나당장 자기집 도둑질 당하면 방방 뛰며 악쓰고 울 것들이 자기보다 잘 사는 타인의 사유재산권 침해는 당당하게 외친다. 모럴 자체가 붕괴한 한국인이니 윤리적으로 옳지 못하다고 해도 감흥도 안되겠지 그치? 뭐 이번 통계보니 10명 중 4명은 세금 기여조차 못하는 인간조무사들이라는 것이 공식 증명 됐으니 당연한가 싶다. 현실에서 실패하고 이론도 병신같은게 사회주의다. 투표로 도적질을 정당화 할 수도 없고 이론이 아름다운게 아니라 멍청한 개소리라서 실패한거다.사회주의 이론상으론 아름답다는 개소리는 다른 덧글서도 아무도 안하길래 이것만 적고 이국종 교수의 행동이 사회주의라고 주장하는 멍청한 원글 주장은 다른 덧글서 이미 많이 말하고 굳이 반박할 가치도 못 느끼겠으니 여까지만 적는다.
비욕설|일반|썸남이랑 꽁냥거리는데 설레.
비욕설|일반|좀 더 유리한 조건에 계약 맺고 싶나 보지
비욕설|일반|난 이런 폐쇄적인 공간에서 다루는 스릴러물 굉장히 좋아하는데 이런 영화 또 안나오나 진짜 10년 전에 본 영화지만 미스트2 나오면 좋겠다는 생각을 자주한다 안본사람은 꼭봐라
비욕설|혐오|ㅋㅋ니 적당히 뇌피셜이어야지 상식까지 뇌피셜 해버리면 어떡해
비욕설|섹슈얼|나이 먹고 섹스에 빠지면 몸이 못 버텨줘서 하고 싶어도 못한다. 젊을때 체력 좋을때 많이 즐겨라
욕설|섹슈얼|팬티같은거 가지고 지랄하지말고 바로 와서 박으란 소리다 병신아
비욕설|혐오|입장 바꿔서 하등한 너의 얼굴을 니 남편이 못 생겨서 매력이 없다 술이나 해야지 하고 다른 성형 여자라도 좋고 다른 여자들 어장 관리 한다고 생각 해 바라 ‼️‼️‼️‼️‼️‼️‼️‼️
비욕설|섹슈얼|아 그것도 했어. 갑자기 생각나네. 보지 소독한다고 소주에 빨대 꼽더니 그지랄 하더라. 나는 볼펜으로 글쓰는거에 꽂혀서 잊어버리고 있었네.ㅋㅋ
비욕설|혐오|다음 생에는 갓남으로 태어나라 갓남 찐 장애인으로
비욕설|혐오|남자가 젊은여자보면 좀 만지고싶고 하고싶고 그런거지 하여튼 세상 참
비욕설|일반|유재석 예능의 특징게스트만 나옴 춤시킴핵노잼
비욕설|일반|저렇게 눈큰 여자는 눈작은남자를 좋아한다 눈작은남자가 잘생겨보인다 내가그렇다
비욕설|섹슈얼|형 내 똥꼬 기억하지?
비욕설|섹슈얼|그리고 괜히 노래방에서 떡까지 생각하면 그냥 싸롱가라 그게 싸다 돈 계산해보면
비욕설|섹슈얼|전에 질펀하게 한룻밤 하고 나서 이틀 정도 뒤에 다시 비슷한 패턴으로 한판 더 했어 그때만 해도 좋았지 두번째라 그런지 처음에 못해본 자세도 해보고 자지도 신나게 빨려보고 보지도 빨아보고 개처럼 뒤치기 하면서 썅년 똥꼬에 침 발라서 검지로 살살 문질러 보고 보지에 박으면서 한손으로 클리도 슬슬 돌리고 69도 하고 마지막에 질싸까지 하게 해주더라구
비욕설|일반|연인 상대로는 영
욕설|혐오|ㅅㅂ 모르고저런거지 알고 저랬겠냐 꼰대 새키들 드럽게 말많네 ㅋㅋㅋ
비욕설|일반|소인줄 알았ㅋㅋ
비욕설|일반|우리집 고양이가 갑자기 하악질을 하더라고
비욕설|일반|매년 와이프한테 빼빼로는 빼고 만원짜리 20개 말아서 줬는데요 이번에는 5만원짜리로 10개정도 할까 고민입니다 그렇다고 잠자리가 좋은건 아니지만 평생 저만 바라보고 산 여자라서 잘해주고 싶네요
비욕설|섹슈얼|그거 시선강간이에요
비욕설|섹슈얼|니 할아버지되면 니 꼬추 빨아줄 2~30여자가 있을거같냐 조센징에?
비욕설|일반|악플 달시간에 잠이나 자라 보기싫음 안보면 되고 듣기싫음 귀닫음 되는일을 굳이 댓글다는 인간들아~~너네는 얼마나 제대로 된 삶을 산다고 여기까지와서 악플 다냐
욕설|혐오|대답은 하고 자라 븅신아 ㅋㅋ
비욕설|혐오|지금 유럽 인도 등에서 재확진자 무척 나오는데 우한폐렴 주범인 짱꼴라들이 재확진 안되는것이 이상하다. 국가에서 확진자 숫자 통제하는것 같다. 뮬란 영화도 내용 등 공산주의에 맞게 통제하는데
비욕설|혐오|한국사람들은 대마초가지고 호들갑이네 후진국
비욕설|일반|아름다운 종료 기대되요. 빨리 보고 싶어요.
비욕설|일반|구썸남 보고싶어.
비욕설|일반|집에서 셀프로 아로마 마사지 혹은 아로마 테라피 할 사람들에게 추천!
비욕설|일반|정말 실어...실어..심술보 덕지덕지..난 실다..
비욕설|섹슈얼|그냥 섹스가 하고 싶은 거 아니냐? 섹스하고 와봐 생각나나
비욕설|일반|준영재 가자..
비욕설|일반|스윙스 나올때는 잼던데 ㅋㅋㅋ
비욕설|일반|좋아하는 여자애한테 자연스럽게 페메 보내는 방법 뭐가 있지?
비욕설|일반|내치고 원타임 데니넣는게 베스트인듯
비욕설|혐오|근데 저게 무슨 음식이냐? 돈까스도 아닌 것 같고 볶음밥도 아닌 것 같은데.. 글고 너 호구잡힌거야 ㅎㅎㅎ
비욕설|혐오|아들 왜나오냐 ㅉㅉ 완전 등골빼먹는 캥거루족
비욕설|혐오|페미 전사들끼리 자매애/동지애로 나눴다고 생각하면 되는데 왜 고소하고 그러냐?
비욕설|혐오|여자가 나이 많으면 이혼율 높은거 RG?
비욕설|혐오|경준아 와이프 말 안들으면 좀 패라
비욕설|섹슈얼|쉬는날엔 1일 2-3딸 쌉가능인데 그럼 센사람은 1일 몇딸을 하는거여
욕설|혐오|개만도못한 조선족 씨발놈아! 아가리를 찟어버리기전에 익게에 오지마라~ 바퀴벌레같은 씨발년놈들
비욕설|일반|씻기 싫어
비욕설|혐오|인기 1도 없이 SM빨로 여기저기 틀면 나오는 극혐주니어 때문에 사람들이 티비를 안보고 유튜브만 보는 듯
비욕설|혐오|너 고자라서 조만간 까일듯
비욕설|섹슈얼|직캠들 전부 백보지에 노모네 우리나라같았으면 난리났을법도 한데 진짜 대단한 나라다 딱봐도 10대같아 보이는데 보지 허벌나게 벌리네 야동사이트도 수백개가 넘고
비욕설|일반|다시 멋진 삶 살기바래요~ 사랑할땐 다 눈이 멀어져요 잊고 다시 시작함되요~
비욕설|섹슈얼|하드 소프트 거유 빈유 이렇게되서 배우이름적힌건데 아시는분?
비욕설|혐오|아니래자나 구원파면 또 왜? 박진영이 죄 졌냐? 양은이파 칠성파 이런거 아니잖아 노란리본 쳐달고 다니는 개돼지들이 사이비종교보다 더 빡세게 세뇌 당한 애들 아니냐 솔까
비욕설|일반|아 잇몸 시려
비욕설|혐오|개찐따 답네 ㅋㅋ
비욕설|혐오|일베놈들 이참에 박멸가즈아~~~
비욕설|일반|자극적이긴 한데, 뭔가 문제있는 식당에 해결책을 제시 하는것도 자영업자 전체에게 도움이 될 수 있을 듯. 오히려 너무 잘하는 집을 보여주는게 덜 효과직이지 않을까?
비욕설|섹슈얼|야동보면 보지에 살아있는 장어 넣는 애도 있고 후장에 미꾸라지 넣는 애들도 있어. 그런거에 비하면 너무 정상인데
비욕설|일반|이번주 엄청 재미졌음!!
비욕설|일반|연예계의 악플몰이 무섭다 설리수첩에 악플로 고통받았다는 얘기는 1도 없었다던데
비욕설|혐오|특히 저기는 정의당때문에 5프로 지고들어가는 개같은곳임 정의당이 문제 ㅡㅡ
비욕설|일반|스노우는 다보정돼서 나오던데
비욕설|일반|승리도 승리지만 근데 나이트클럽 거의 다 그러지 않나
비욕설|일반|이거 드라마 제목은 왜 라이프온마스인가요? 이해가 안가네. 영국드라마 원작은 라이프온마스 나올때 이야기라 라이프온마스인데
비욕설|혐오|틀딱이네 --- 먹을 나이 됐다
비욕설|일반|짝남한테 은근슬쩍 좋아하는 티 내는 방법 좀.
비욕설|일반|친구한테는 비밀로 해 달라고 하면서 부탁 하길래 돈 없다고 하기도 그렇고 못 빌려 준다고 할 수도 없고 해서 빌려 줫더니 두 달이 다 되어 가는데 소식이 없네 돈은 고사하고 나중에 친구가 알고 뭐라 할까 걱정 된다
비욕설|혐오|한국 유명 가수들이 찌질한 동네가서 버스킹하면서 감동 줬다고 자기기만하는 개한심한 프로그램.
비욕설|혐오|어휴 무식한 노마. 이런 게이들이 입을 함부로 놀리니까 문제다
욕설|혐오|저 썅년 상판떼기는 좀 지워주세요
비욕설|혐오|뇌내망상여사친이라도 있음?
비욕설|섹슈얼|느그애미 수원에서 외노자 보지대주다가
비욕설|일반|수능 떨린다
